,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
52689,FR,France,Occitanie,,2020-03-14,-18.0,2.0,14.0,-10.0,-4.0,4.0,"Occitanie, France",-3.2
52690,FR,France,Occitanie,,2020-03-15,-34.0,20.0,-4.0,-19.0,-7.0,4.0,"Occitanie, France",-8.8
52691,FR,France,Occitanie,,2020-03-16,-43.0,39.0,-25.0,-37.0,-36.0,14.0,"Occitanie, France",-20.4
52692,FR,France,Occitanie,,2020-03-17,-67.0,-18.0,-35.0,-59.0,-55.0,23.0,"Occitanie, France",-46.8
52693,FR,France,Occitanie,,2020-03-18,-82.0,-47.0,-48.0,-74.0,-67.0,28.0,"Occitanie, France",-63.6
52694,FR,France,Occitanie,,2020-03-19,-82.0,-42.0,-52.0,-79.0,-70.0,31.0,"Occitanie, France",-65.0
52695,FR,France,Occitanie,,2020-03-20,-83.0,-42.0,-58.0,-81.0,-71.0,34.0,"Occitanie, France",-67.0
52696,FR,France,Occitanie,,2020-03-21,-87.0,-54.0,-70.0,-82.0,-56.0,24.0,"Occitanie, France",-69.8
52697,FR,France,Occitanie,,2020-03-22,-85.0,-65.0,-72.0,-85.0,-52.0,18.0,"Occitanie, France",-71.8
52698,FR,France,Occitanie,,2020-03-23,-81.0,-42.0,-57.0,-82.0,-72.0,31.0,"Occitanie, France",-66.8
52699,FR,France,Occitanie,,2020-03-24,-82.0,-46.0,-58.0,-83.0,-73.0,32.0,"Occitanie, France",-68.4
52700,FR,France,Occitanie,,2020-03-25,-84.0,-49.0,-60.0,-82.0,-72.0,30.0,"Occitanie, France",-69.4
52701,FR,France,Occitanie,,2020-03-26,-84.0,-48.0,-64.0,-83.0,-73.0,33.0,"Occitanie, France",-70.4
52702,FR,France,Occitanie,,2020-03-27,-83.0,-46.0,-62.0,-84.0,-72.0,35.0,"Occitanie, France",-69.4
52703,FR,France,Occitanie,,2020-03-28,-87.0,-55.0,-70.0,-83.0,-56.0,24.0,"Occitanie, France",-70.2
52704,FR,France,Occitanie,,2020-03-29,-86.0,-72.0,-73.0,-86.0,-53.0,18.0,"Occitanie, France",-74.0
52705,FR,France,Occitanie,,2020-03-30,-83.0,-49.0,-58.0,-83.0,-72.0,32.0,"Occitanie, France",-69.0
52706,FR,France,Occitanie,,2020-03-31,-88.0,-39.0,-52.0,-81.0,-72.0,32.0,"Occitanie, France",-66.4
52707,FR,France,Occitanie,,2020-04-01,-89.0,-42.0,-60.0,-80.0,-70.0,30.0,"Occitanie, France",-68.2
52708,FR,France,Occitanie,,2020-04-02,-88.0,-37.0,-55.0,-81.0,-71.0,32.0,"Occitanie, France",-66.4
52709,FR,France,Occitanie,,2020-04-03,-84.0,-38.0,-57.0,-81.0,-70.0,34.0,"Occitanie, France",-66.0
52710,FR,France,Occitanie,,2020-04-04,-88.0,-46.0,-67.0,-80.0,-54.0,23.0,"Occitanie, France",-67.0
52711,FR,France,Occitanie,,2020-04-05,-84.0,-64.0,-68.0,-84.0,-50.0,17.0,"Occitanie, France",-70.0
52712,FR,France,Occitanie,,2020-04-06,-81.0,-37.0,-49.0,-79.0,-71.0,30.0,"Occitanie, France",-63.4
52713,FR,France,Occitanie,,2020-04-07,-81.0,-37.0,-51.0,-80.0,-71.0,31.0,"Occitanie, France",-64.0
52714,FR,France,Occitanie,,2020-04-08,-83.0,-40.0,-56.0,-79.0,-69.0,28.0,"Occitanie, France",-65.4
52715,FR,France,Occitanie,,2020-04-09,-82.0,-35.0,-53.0,-79.0,-70.0,30.0,"Occitanie, France",-63.8
52716,FR,France,Occitanie,,2020-04-10,-81.0,-32.0,-56.0,-80.0,-70.0,33.0,"Occitanie, France",-63.8
52717,FR,France,Occitanie,,2020-04-11,-85.0,-40.0,-68.0,-80.0,-53.0,22.0,"Occitanie, France",-65.2
52718,FR,France,Occitanie,,2020-04-12,-82.0,-59.0,-69.0,-84.0,-48.0,17.0,"Occitanie, France",-68.4
52719,FR,France,Occitanie,,2020-04-13,-91.0,-82.0,-66.0,-89.0,-88.0,37.0,"Occitanie, France",-83.2
52720,FR,France,Occitanie,,2020-04-14,-77.0,-23.0,-45.0,-77.0,-69.0,29.0,"Occitanie, France",-58.2
52721,FR,France,Occitanie,,2020-04-15,-80.0,-33.0,-56.0,-77.0,-67.0,28.0,"Occitanie, France",-62.6
52722,FR,France,Occitanie,,2020-04-16,-79.0,-32.0,-53.0,-78.0,-68.0,30.0,"Occitanie, France",-62.0
52723,FR,France,Occitanie,,2020-04-17,-79.0,-35.0,-57.0,-79.0,-68.0,33.0,"Occitanie, France",-63.6
52724,FR,France,Occitanie,,2020-04-18,-85.0,-46.0,-66.0,-79.0,-50.0,22.0,"Occitanie, France",-65.2
52725,FR,France,Occitanie,,2020-04-19,-85.0,-67.0,-76.0,-84.0,-48.0,17.0,"Occitanie, France",-72.0
52726,FR,France,Occitanie,,2020-04-20,-79.0,-43.0,-60.0,-79.0,-67.0,29.0,"Occitanie, France",-65.6
52727,FR,France,Occitanie,,2020-04-21,-79.0,-42.0,-63.0,-79.0,-67.0,30.0,"Occitanie, France",-66.0
52728,FR,France,Occitanie,,2020-04-22,-80.0,-40.0,-60.0,-76.0,-64.0,28.0,"Occitanie, France",-64.0
52729,FR,France,Occitanie,,2020-04-23,-78.0,-35.0,-52.0,-75.0,-65.0,29.0,"Occitanie, France",-61.0
52730,FR,France,Occitanie,,2020-04-24,-77.0,-36.0,-51.0,-76.0,-64.0,31.0,"Occitanie, France",-60.8
52731,FR,France,Occitanie,,2020-04-25,-82.0,-42.0,-63.0,-76.0,-45.0,21.0,"Occitanie, France",-61.6
52732,FR,France,Occitanie,,2020-04-26,-82.0,-60.0,-64.0,-80.0,-40.0,16.0,"Occitanie, France",-65.2
52733,FR,France,Occitanie,,2020-04-27,-74.0,-38.0,-50.0,-75.0,-63.0,27.0,"Occitanie, France",-60.0
52734,FR,France,Occitanie,,2020-04-28,-74.0,-34.0,-49.0,-74.0,-63.0,26.0,"Occitanie, France",-58.8
52735,FR,France,Occitanie,,2020-04-29,-74.0,-31.0,-47.0,-71.0,-60.0,25.0,"Occitanie, France",-56.6
52736,FR,France,Occitanie,,2020-04-30,-70.0,-16.0,-51.0,-72.0,-61.0,26.0,"Occitanie, France",-54.0
52737,FR,France,Occitanie,,2020-05-01,-90.0,-88.0,-65.0,-88.0,-86.0,39.0,"Occitanie, France",-83.4
52738,FR,France,Occitanie,,2020-05-02,-77.0,-26.0,-66.0,-73.0,-43.0,20.0,"Occitanie, France",-57.0
52739,FR,France,Occitanie,,2020-05-03,-79.0,-55.0,-57.0,-77.0,-33.0,15.0,"Occitanie, France",-60.2
52740,FR,France,Occitanie,,2020-05-04,-67.0,-24.0,-37.0,-69.0,-59.0,25.0,"Occitanie, France",-51.2
52741,FR,France,Occitanie,,2020-05-05,-68.0,-24.0,-39.0,-68.0,-58.0,25.0,"Occitanie, France",-51.4
52742,FR,France,Occitanie,,2020-05-06,-70.0,-23.0,-43.0,-66.0,-55.0,23.0,"Occitanie, France",-51.4
52743,FR,France,Occitanie,,2020-05-07,-66.0,-12.0,-43.0,-67.0,-56.0,23.0,"Occitanie, France",-48.8
52744,FR,France,Occitanie,,2020-05-08,-81.0,-58.0,-50.0,-80.0,-80.0,35.0,"Occitanie, France",-69.8
52745,FR,France,Occitanie,,2020-05-09,-75.0,-26.0,-62.0,-70.0,-36.0,18.0,"Occitanie, France",-53.8
52746,FR,France,Occitanie,,2020-05-10,-80.0,-54.0,-75.0,-79.0,-34.0,15.0,"Occitanie, France",-64.4
52747,FR,France,Occitanie,,2020-05-11,-44.0,-13.0,-35.0,-52.0,-46.0,18.0,"Occitanie, France",-38.0
52748,FR,France,Occitanie,,2020-05-12,-41.0,-5.0,-5.0,-45.0,-44.0,16.0,"Occitanie, France",-28.0
52749,FR,France,Occitanie,,2020-05-13,-48.0,-11.0,-29.0,-47.0,-43.0,16.0,"Occitanie, France",-35.6
52750,FR,France,Occitanie,,2020-05-14,-47.0,-9.0,-30.0,-52.0,-43.0,17.0,"Occitanie, France",-36.2
52751,FR,France,Occitanie,,2020-05-15,-45.0,-9.0,-20.0,-50.0,-43.0,18.0,"Occitanie, France",-33.4
52752,FR,France,Occitanie,,2020-05-16,-49.0,-12.0,-19.0,-43.0,-18.0,9.0,"Occitanie, France",-28.2
52753,FR,France,Occitanie,,2020-05-17,-53.0,-17.0,12.0,-49.0,-9.0,5.0,"Occitanie, France",-23.2
52754,FR,France,Occitanie,,2020-05-18,-34.0,-7.0,18.0,-43.0,-41.0,15.0,"Occitanie, France",-21.4
52755,FR,France,Occitanie,,2020-05-19,-36.0,-3.0,18.0,-42.0,-40.0,14.0,"Occitanie, France",-20.6
52756,FR,France,Occitanie,,2020-05-20,-32.0,7.0,15.0,-39.0,-39.0,11.0,"Occitanie, France",-17.6
52757,FR,France,Occitanie,,2020-05-21,-53.0,-35.0,54.0,-61.0,-76.0,21.0,"Occitanie, France",-34.2
52758,FR,France,Occitanie,,2020-05-22,-34.0,3.0,25.0,-51.0,-55.0,17.0,"Occitanie, France",-22.4
52759,FR,France,Occitanie,,2020-05-23,-44.0,-13.0,-12.0,-47.0,-15.0,8.0,"Occitanie, France",-26.2
52760,FR,France,Occitanie,,2020-05-24,-47.0,-13.0,25.0,-45.0,-1.0,2.0,"Occitanie, France",-16.2
52761,FR,France,Occitanie,,2020-05-25,-29.0,-8.0,23.0,-40.0,-39.0,13.0,"Occitanie, France",-18.6
52762,FR,France,Occitanie,,2020-05-26,-31.0,-5.0,24.0,-40.0,-36.0,13.0,"Occitanie, France",-17.6
52763,FR,France,Occitanie,,2020-05-27,-34.0,-4.0,15.0,-38.0,-35.0,12.0,"Occitanie, France",-19.2
52764,FR,France,Occitanie,,2020-05-28,-34.0,0.0,15.0,-40.0,-35.0,13.0,"Occitanie, France",-18.8
52765,FR,France,Occitanie,,2020-05-29,-33.0,0.0,14.0,-40.0,-35.0,13.0,"Occitanie, France",-18.8
52766,FR,France,Occitanie,,2020-05-30,-36.0,-2.0,17.0,-35.0,-2.0,4.0,"Occitanie, France",-11.6
52767,FR,France,Occitanie,,2020-05-31,-41.0,4.0,38.0,-45.0,8.0,2.0,"Occitanie, France",-7.2
52768,FR,France,Occitanie,,2020-06-01,-42.0,-40.0,36.0,-57.0,-70.0,20.0,"Occitanie, France",-34.6
52769,FR,France,Occitanie,,2020-06-02,-16.0,4.0,25.0,-27.0,-30.0,9.0,"Occitanie, France",-8.8
52770,FR,France,Occitanie,,2020-06-03,-24.0,-1.0,3.0,-28.0,-30.0,10.0,"Occitanie, France",-16.0
52771,FR,France,Occitanie,,2020-06-04,-23.0,2.0,-9.0,-32.0,-31.0,11.0,"Occitanie, France",-18.6
52772,FR,France,Occitanie,,2020-06-05,-18.0,0.0,6.0,-29.0,-30.0,10.0,"Occitanie, France",-14.2
52773,FR,France,Pays de la Loire,,2020-02-15,-4.0,-2.0,5.0,11.0,-3.0,0.0,"Pays de la Loire, France",1.4
52774,FR,France,Pays de la Loire,,2020-02-16,-5.0,0.0,-8.0,7.0,-1.0,-1.0,"Pays de la Loire, France",-1.4
52775,FR,France,Pays de la Loire,,2020-02-17,4.0,4.0,32.0,-4.0,-19.0,4.0,"Pays de la Loire, France",3.4
52776,FR,France,Pays de la Loire,,2020-02-18,5.0,2.0,34.0,-5.0,-19.0,4.0,"Pays de la Loire, France",3.4
52777,FR,France,Pays de la Loire,,2020-02-19,-4.0,-5.0,17.0,-9.0,-16.0,3.0,"Pays de la Loire, France",-3.4
52778,FR,France,Pays de la Loire,,2020-02-20,-4.0,-2.0,11.0,-10.0,-20.0,4.0,"Pays de la Loire, France",-5.0
52779,FR,France,Pays de la Loire,,2020-02-21,-5.0,-2.0,21.0,-6.0,-22.0,5.0,"Pays de la Loire, France",-2.8
52780,FR,France,Pays de la Loire,,2020-02-22,-13.0,-7.0,18.0,11.0,-9.0,0.0,"Pays de la Loire, France",0.0
52781,FR,France,Pays de la Loire,,2020-02-23,-6.0,2.0,-4.0,5.0,-2.0,-1.0,"Pays de la Loire, France",-1.0
52782,FR,France,Pays de la Loire,,2020-02-24,-1.0,1.0,15.0,-12.0,-25.0,6.0,"Pays de la Loire, France",-4.4
52783,FR,France,Pays de la Loire,,2020-02-25,0.0,0.0,21.0,-13.0,-24.0,5.0,"Pays de la Loire, France",-3.2
52784,FR,France,Pays de la Loire,,2020-02-26,-4.0,-5.0,19.0,-15.0,-21.0,3.0,"Pays de la Loire, France",-5.2
52785,FR,France,Pays de la Loire,,2020-02-27,-3.0,2.0,14.0,-14.0,-24.0,5.0,"Pays de la Loire, France",-5.0
52786,FR,France,Pays de la Loire,,2020-02-28,-6.0,-1.0,-6.0,-17.0,-24.0,7.0,"Pays de la Loire, France",-10.8
52787,FR,France,Pays de la Loire,,2020-02-29,-10.0,-2.0,-8.0,2.0,-8.0,1.0,"Pays de la Loire, France",-5.2
52788,FR,France,Pays de la Loire,,2020-03-01,-8.0,-7.0,-24.0,4.0,-1.0,0.0,"Pays de la Loire, France",-7.2
52789,FR,France,Pays de la Loire,,2020-03-02,-3.0,6.0,11.0,5.0,1.0,1.0,"Pays de la Loire, France",4.0
52790,FR,France,Pays de la Loire,,2020-03-03,-1.0,5.0,10.0,2.0,2.0,1.0,"Pays de la Loire, France",3.6
52791,FR,France,Pays de la Loire,,2020-03-04,-5.0,1.0,-4.0,-4.0,2.0,2.0,"Pays de la Loire, France",-2.0
52792,FR,France,Pays de la Loire,,2020-03-05,-5.0,2.0,-4.0,-1.0,1.0,2.0,"Pays de la Loire, France",-1.4
52793,FR,France,Pays de la Loire,,2020-03-06,-1.0,4.0,1.0,3.0,2.0,1.0,"Pays de la Loire, France",1.8
52794,FR,France,Pays de la Loire,,2020-03-07,-2.0,0.0,9.0,4.0,1.0,1.0,"Pays de la Loire, France",2.4
52795,FR,France,Pays de la Loire,,2020-03-08,-5.0,-1.0,-9.0,3.0,-1.0,1.0,"Pays de la Loire, France",-2.6
52796,FR,France,Pays de la Loire,,2020-03-09,-4.0,1.0,13.0,1.0,1.0,1.0,"Pays de la Loire, France",2.4
52797,FR,France,Pays de la Loire,,2020-03-10,-3.0,1.0,3.0,-4.0,0.0,2.0,"Pays de la Loire, France",-0.6
52798,FR,France,Pays de la Loire,,2020-03-11,-3.0,0.0,13.0,-6.0,1.0,1.0,"Pays de la Loire, France",1.0
52799,FR,France,Pays de la Loire,,2020-03-12,-5.0,9.0,16.0,-4.0,1.0,1.0,"Pays de la Loire, France",3.4
52800,FR,France,Pays de la Loire,,2020-03-13,-6.0,16.0,11.0,-5.0,0.0,2.0,"Pays de la Loire, France",3.2
52801,FR,France,Pays de la Loire,,2020-03-14,-20.0,0.0,2.0,-15.0,-5.0,5.0,"Pays de la Loire, France",-7.6
52802,FR,France,Pays de la Loire,,2020-03-15,-33.0,25.0,34.0,-18.0,-5.0,3.0,"Pays de la Loire, France",0.6
52803,FR,France,Pays de la Loire,,2020-03-16,-40.0,49.0,-2.0,-40.0,-30.0,13.0,"Pays de la Loire, France",-12.6
52804,FR,France,Pays de la Loire,,2020-03-17,-66.0,-16.0,-30.0,-62.0,-50.0,23.0,"Pays de la Loire, France",-44.8
52805,FR,France,Pays de la Loire,,2020-03-18,-83.0,-51.0,-48.0,-79.0,-67.0,29.0,"Pays de la Loire, France",-65.6
52806,FR,France,Pays de la Loire,,2020-03-19,-82.0,-43.0,-51.0,-82.0,-70.0,33.0,"Pays de la Loire, France",-65.6
52807,FR,France,Pays de la Loire,,2020-03-20,-83.0,-43.0,-61.0,-85.0,-70.0,37.0,"Pays de la Loire, France",-68.4
52808,FR,France,Pays de la Loire,,2020-03-21,-88.0,-58.0,-77.0,-85.0,-56.0,26.0,"Pays de la Loire, France",-72.8
52809,FR,France,Pays de la Loire,,2020-03-22,-86.0,-70.0,-80.0,-88.0,-53.0,18.0,"Pays de la Loire, France",-75.4
52810,FR,France,Pays de la Loire,,2020-03-23,-81.0,-43.0,-55.0,-84.0,-72.0,33.0,"Pays de la Loire, France",-67.0
52811,FR,France,Pays de la Loire,,2020-03-24,-82.0,-46.0,-57.0,-84.0,-73.0,34.0,"Pays de la Loire, France",-68.4
52812,FR,France,Pays de la Loire,,2020-03-25,-84.0,-52.0,-61.0,-85.0,-72.0,32.0,"Pays de la Loire, France",-70.8
52813,FR,France,Pays de la Loire,,2020-03-26,-83.0,-47.0,-60.0,-86.0,-73.0,35.0,"Pays de la Loire, France",-69.8
52814,FR,France,Pays de la Loire,,2020-03-27,-84.0,-47.0,-64.0,-87.0,-72.0,39.0,"Pays de la Loire, France",-70.8
52815,FR,France,Pays de la Loire,,2020-03-28,-88.0,-59.0,-75.0,-86.0,-57.0,26.0,"Pays de la Loire, France",-73.0
52816,FR,France,Pays de la Loire,,2020-03-29,-88.0,-78.0,-80.0,-90.0,-54.0,18.0,"Pays de la Loire, France",-78.0
52817,FR,France,Pays de la Loire,,2020-03-30,-83.0,-49.0,-57.0,-86.0,-72.0,33.0,"Pays de la Loire, France",-69.4
52818,FR,France,Pays de la Loire,,2020-03-31,-89.0,-39.0,-54.0,-84.0,-72.0,34.0,"Pays de la Loire, France",-67.6
52819,FR,France,Pays de la Loire,,2020-04-01,-90.0,-43.0,-56.0,-84.0,-70.0,31.0,"Pays de la Loire, France",-68.6
52820,FR,France,Pays de la Loire,,2020-04-02,-90.0,-37.0,-54.0,-84.0,-71.0,34.0,"Pays de la Loire, France",-67.2
52821,FR,France,Pays de la Loire,,2020-04-03,-86.0,-39.0,-60.0,-85.0,-70.0,38.0,"Pays de la Loire, France",-68.0
52822,FR,France,Pays de la Loire,,2020-04-04,-89.0,-49.0,-70.0,-83.0,-55.0,25.0,"Pays de la Loire, France",-69.2
52823,FR,France,Pays de la Loire,,2020-04-05,-84.0,-69.0,-68.0,-85.0,-50.0,18.0,"Pays de la Loire, France",-71.2
52824,FR,France,Pays de la Loire,,2020-04-06,-84.0,-40.0,-51.0,-82.0,-70.0,32.0,"Pays de la Loire, France",-65.4
52825,FR,France,Pays de la Loire,,2020-04-07,-83.0,-38.0,-53.0,-82.0,-70.0,33.0,"Pays de la Loire, France",-65.2
52826,FR,France,Pays de la Loire,,2020-04-08,-84.0,-42.0,-55.0,-82.0,-68.0,29.0,"Pays de la Loire, France",-66.2
52827,FR,France,Pays de la Loire,,2020-04-09,-83.0,-34.0,-51.0,-82.0,-69.0,32.0,"Pays de la Loire, France",-63.8
52828,FR,France,Pays de la Loire,,2020-04-10,-83.0,-32.0,-56.0,-83.0,-68.0,36.0,"Pays de la Loire, France",-64.4
52829,FR,France,Pays de la Loire,,2020-04-11,-86.0,-41.0,-71.0,-82.0,-52.0,24.0,"Pays de la Loire, France",-66.4
52830,FR,France,Pays de la Loire,,2020-04-12,-80.0,-63.0,-70.0,-85.0,-48.0,17.0,"Pays de la Loire, France",-69.2
52831,FR,France,Pays de la Loire,,2020-04-13,-92.0,-88.0,-59.0,-89.0,-91.0,39.0,"Pays de la Loire, France",-83.8
52832,FR,France,Pays de la Loire,,2020-04-14,-78.0,-20.0,-48.0,-80.0,-68.0,31.0,"Pays de la Loire, France",-58.8
52833,FR,France,Pays de la Loire,,2020-04-15,-82.0,-35.0,-50.0,-80.0,-66.0,28.0,"Pays de la Loire, France",-62.6
52834,FR,France,Pays de la Loire,,2020-04-16,-81.0,-32.0,-48.0,-81.0,-67.0,32.0,"Pays de la Loire, France",-61.8
52835,FR,France,Pays de la Loire,,2020-04-17,-81.0,-34.0,-53.0,-82.0,-67.0,35.0,"Pays de la Loire, France",-63.4
52836,FR,France,Pays de la Loire,,2020-04-18,-87.0,-49.0,-67.0,-80.0,-50.0,24.0,"Pays de la Loire, France",-66.6
52837,FR,France,Pays de la Loire,,2020-04-19,-85.0,-71.0,-77.0,-86.0,-48.0,18.0,"Pays de la Loire, France",-73.4
52838,FR,France,Pays de la Loire,,2020-04-20,-81.0,-44.0,-49.0,-81.0,-66.0,30.0,"Pays de la Loire, France",-64.2
52839,FR,France,Pays de la Loire,,2020-04-21,-79.0,-39.0,-43.0,-79.0,-65.0,30.0,"Pays de la Loire, France",-61.0
52840,FR,France,Pays de la Loire,,2020-04-22,-81.0,-43.0,-46.0,-78.0,-63.0,27.0,"Pays de la Loire, France",-62.2
52841,FR,France,Pays de la Loire,,2020-04-23,-80.0,-37.0,-44.0,-79.0,-64.0,30.0,"Pays de la Loire, France",-60.8
52842,FR,France,Pays de la Loire,,2020-04-24,-80.0,-37.0,-49.0,-81.0,-64.0,34.0,"Pays de la Loire, France",-62.2
52843,FR,France,Pays de la Loire,,2020-04-25,-85.0,-46.0,-63.0,-78.0,-47.0,23.0,"Pays de la Loire, France",-63.8
52844,FR,France,Pays de la Loire,,2020-04-26,-80.0,-62.0,-59.0,-80.0,-40.0,16.0,"Pays de la Loire, France",-64.2
52845,FR,France,Pays de la Loire,,2020-04-27,-77.0,-41.0,-47.0,-78.0,-61.0,28.0,"Pays de la Loire, France",-60.8
52846,FR,France,Pays de la Loire,,2020-04-28,-76.0,-35.0,-43.0,-77.0,-61.0,27.0,"Pays de la Loire, France",-58.4
52847,FR,France,Pays de la Loire,,2020-04-29,-79.0,-37.0,-56.0,-78.0,-59.0,26.0,"Pays de la Loire, France",-61.8
52848,FR,France,Pays de la Loire,,2020-04-30,-73.0,-16.0,-51.0,-78.0,-60.0,28.0,"Pays de la Loire, France",-55.6
52849,FR,France,Pays de la Loire,,2020-05-01,-92.0,-91.0,-63.0,-91.0,-89.0,44.0,"Pays de la Loire, France",-85.2
52850,FR,France,Pays de la Loire,,2020-05-02,-80.0,-31.0,-71.0,-78.0,-44.0,23.0,"Pays de la Loire, France",-60.8
52851,FR,France,Pays de la Loire,,2020-05-03,-80.0,-63.0,-62.0,-80.0,-37.0,16.0,"Pays de la Loire, France",-64.4
52852,FR,France,Pays de la Loire,,2020-05-04,-70.0,-29.0,-35.0,-73.0,-57.0,26.0,"Pays de la Loire, France",-52.8
52853,FR,France,Pays de la Loire,,2020-05-05,-70.0,-25.0,-35.0,-72.0,-56.0,26.0,"Pays de la Loire, France",-51.6
52854,FR,France,Pays de la Loire,,2020-05-06,-72.0,-28.0,-39.0,-71.0,-53.0,23.0,"Pays de la Loire, France",-52.6
52855,FR,France,Pays de la Loire,,2020-05-07,-68.0,-11.0,-33.0,-72.0,-54.0,24.0,"Pays de la Loire, France",-47.6
52856,FR,France,Pays de la Loire,,2020-05-08,-86.0,-72.0,-58.0,-86.0,-85.0,41.0,"Pays de la Loire, France",-77.4
52857,FR,France,Pays de la Loire,,2020-05-09,-76.0,-29.0,-60.0,-72.0,-36.0,21.0,"Pays de la Loire, France",-54.6
52858,FR,France,Pays de la Loire,,2020-05-10,-76.0,-51.0,-60.0,-76.0,-28.0,14.0,"Pays de la Loire, France",-58.2
52859,FR,France,Pays de la Loire,,2020-05-11,-41.0,-8.0,-6.0,-54.0,-44.0,17.0,"Pays de la Loire, France",-30.6
52860,FR,France,Pays de la Loire,,2020-05-12,-41.0,-4.0,16.0,-50.0,-43.0,17.0,"Pays de la Loire, France",-24.4
52861,FR,France,Pays de la Loire,,2020-05-13,-46.0,-11.0,5.0,-52.0,-41.0,15.0,"Pays de la Loire, France",-29.0
52862,FR,France,Pays de la Loire,,2020-05-14,-45.0,-5.0,13.0,-53.0,-41.0,16.0,"Pays de la Loire, France",-26.2
52863,FR,France,Pays de la Loire,,2020-05-15,-47.0,-6.0,16.0,-54.0,-41.0,18.0,"Pays de la Loire, France",-26.4
52864,FR,France,Pays de la Loire,,2020-05-16,-50.0,-13.0,26.0,-41.0,-14.0,7.0,"Pays de la Loire, France",-18.4
52865,FR,France,Pays de la Loire,,2020-05-17,-52.0,-12.0,64.0,-50.0,-2.0,3.0,"Pays de la Loire, France",-10.4
52866,FR,France,Pays de la Loire,,2020-05-18,-35.0,-5.0,48.0,-48.0,-40.0,15.0,"Pays de la Loire, France",-16.0
52867,FR,France,Pays de la Loire,,2020-05-19,-35.0,2.0,54.0,-45.0,-39.0,15.0,"Pays de la Loire, France",-12.6
52868,FR,France,Pays de la Loire,,2020-05-20,-30.0,13.0,59.0,-44.0,-38.0,9.0,"Pays de la Loire, France",-8.0
52869,FR,France,Pays de la Loire,,2020-05-21,-58.0,-49.0,128.0,-62.0,-81.0,22.0,"Pays de la Loire, France",-24.4
52870,FR,France,Pays de la Loire,,2020-05-22,-35.0,5.0,38.0,-58.0,-58.0,20.0,"Pays de la Loire, France",-21.6
52871,FR,France,Pays de la Loire,,2020-05-23,-45.0,-13.0,35.0,-44.0,-11.0,7.0,"Pays de la Loire, France",-15.6
52872,FR,France,Pays de la Loire,,2020-05-24,-46.0,-6.0,78.0,-43.0,5.0,1.0,"Pays de la Loire, France",-2.4
52873,FR,France,Pays de la Loire,,2020-05-25,-29.0,-6.0,51.0,-45.0,-38.0,14.0,"Pays de la Loire, France",-13.4
52874,FR,France,Pays de la Loire,,2020-05-26,-31.0,-2.0,53.0,-43.0,-35.0,14.0,"Pays de la Loire, France",-11.6
52875,FR,France,Pays de la Loire,,2020-05-27,-34.0,-5.0,50.0,-43.0,-34.0,12.0,"Pays de la Loire, France",-13.2
52876,FR,France,Pays de la Loire,,2020-05-28,-35.0,1.0,52.0,-44.0,-35.0,14.0,"Pays de la Loire, France",-12.2
52877,FR,France,Pays de la Loire,,2020-05-29,-36.0,3.0,46.0,-46.0,-34.0,14.0,"Pays de la Loire, France",-13.4
52878,FR,France,Pays de la Loire,,2020-05-30,-37.0,0.0,53.0,-35.0,0.0,4.0,"Pays de la Loire, France",-3.8
52879,FR,France,Pays de la Loire,,2020-05-31,-37.0,21.0,116.0,-39.0,16.0,-1.0,"Pays de la Loire, France",15.4
52880,FR,France,Pays de la Loire,,2020-06-01,-44.0,-46.0,147.0,-55.0,-75.0,19.0,"Pays de la Loire, France",-14.6
52881,FR,France,Pays de la Loire,,2020-06-02,-18.0,11.0,65.0,-29.0,-29.0,10.0,"Pays de la Loire, France",0.0
52882,FR,France,Pays de la Loire,,2020-06-03,-22.0,1.0,42.0,-33.0,-29.0,9.0,"Pays de la Loire, France",-8.2
52883,FR,France,Pays de la Loire,,2020-06-04,-23.0,4.0,26.0,-35.0,-29.0,11.0,"Pays de la Loire, France",-11.4
52884,FR,France,Pays de la Loire,,2020-06-05,-22.0,3.0,24.0,-36.0,-29.0,11.0,"Pays de la Loire, France",-12.0
52885,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-15,1.0,3.0,37.0,18.0,0.0,-1.0,"Provence-Alpes-Côte d'Azur, France",11.8
52886,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-16,5.0,6.0,1.0,13.0,-1.0,0.0,"Provence-Alpes-Côte d'Azur, France",4.8
52887,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-17,1.0,0.0,17.0,0.0,-19.0,4.0,"Provence-Alpes-Côte d'Azur, France",-0.2
52888,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-18,7.0,2.0,65.0,8.0,-18.0,3.0,"Provence-Alpes-Côte d'Azur, France",12.8
52889,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-19,0.0,1.0,43.0,6.0,-15.0,1.0,"Provence-Alpes-Côte d'Azur, France",7.0
52890,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-20,3.0,0.0,58.0,-1.0,-19.0,2.0,"Provence-Alpes-Côte d'Azur, France",8.2
52891,FR,France,Provence-Alpes-Côte d'Azur,,2020-02-21,2.0,0.0,51.0,8.0,-19.0,2.0,"Provence-Alpes-Côte d'Azur, France",8.4
