,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
146938,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-11,-68.0,-56.0,-24.0,-61.0,-32.0,21.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.2
146939,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-12,-68.0,-54.0,-26.0,-62.0,-30.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.0
146940,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-13,-59.0,-40.0,-22.0,-53.0,-45.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-43.8
146941,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-14,-61.0,-52.0,-21.0,-56.0,-47.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-47.4
146942,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-15,-63.0,-45.0,-26.0,-59.0,-49.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.4
146943,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-16,-63.0,-50.0,-21.0,-55.0,-45.0,23.0,"Autonomous Region in Muslim Mindanao, Philippines",-46.8
146944,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-17,-67.0,-56.0,-23.0,-62.0,-43.0,24.0,"Autonomous Region in Muslim Mindanao, Philippines",-50.2
146945,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-18,-66.0,-57.0,-24.0,-63.0,-27.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-47.4
146946,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-19,-68.0,-54.0,-27.0,-64.0,-28.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.2
146947,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-20,-62.0,-50.0,-20.0,-59.0,-47.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-47.6
146948,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-21,-60.0,-43.0,-23.0,-58.0,-45.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-45.8
146949,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-22,-58.0,-37.0,-20.0,-56.0,-45.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-43.2
146950,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-23,-61.0,-39.0,-20.0,-57.0,-46.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-44.6
146951,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-24,-67.0,-48.0,-29.0,-62.0,-45.0,25.0,"Autonomous Region in Muslim Mindanao, Philippines",-50.2
146952,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-25,-70.0,-55.0,-29.0,-63.0,-28.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-49.0
146953,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-26,-71.0,-50.0,-33.0,-66.0,-25.0,21.0,"Autonomous Region in Muslim Mindanao, Philippines",-49.0
146954,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-27,-66.0,-49.0,-26.0,-60.0,-45.0,25.0,"Autonomous Region in Muslim Mindanao, Philippines",-49.2
146955,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-28,-65.0,-45.0,-26.0,-60.0,-45.0,23.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.2
146956,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-29,-64.0,-46.0,-27.0,-64.0,-44.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-49.0
146957,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-04-30,-63.0,-42.0,-26.0,-57.0,-44.0,22.0,"Autonomous Region in Muslim Mindanao, Philippines",-46.4
146958,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-01,-57.0,-33.0,-22.0,-58.0,-47.0,24.0,"Autonomous Region in Muslim Mindanao, Philippines",-43.4
146959,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-02,-56.0,-35.0,-29.0,-59.0,-20.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-39.8
146960,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-03,-58.0,-34.0,-31.0,-62.0,-26.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-42.2
146961,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-04,-46.0,-30.0,-27.0,-53.0,-37.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-38.6
146962,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-05,-47.0,-31.0,-19.0,-53.0,-37.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-37.4
146963,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-06,-46.0,-23.0,-24.0,-54.0,-37.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-36.8
146964,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-07,-52.0,-23.0,-20.0,-52.0,-36.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-36.6
146965,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-08,-53.0,-24.0,-22.0,-54.0,-31.0,21.0,"Autonomous Region in Muslim Mindanao, Philippines",-36.8
146966,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-09,-51.0,-21.0,-23.0,-53.0,-15.0,17.0,"Autonomous Region in Muslim Mindanao, Philippines",-32.6
146967,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-10,-80.0,-67.0,-31.0,-65.0,-26.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-53.8
146968,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-11,-43.0,-15.0,-20.0,-50.0,-33.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-32.2
146969,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-12,-44.0,-21.0,-18.0,-47.0,-34.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-32.8
146970,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-13,-43.0,-22.0,-21.0,-48.0,-32.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-33.2
146971,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-14,-43.0,-19.0,-14.0,-51.0,-31.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-31.6
146972,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-15,-41.0,-18.0,-17.0,-51.0,-24.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-30.2
146973,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-16,-43.0,-21.0,-18.0,-49.0,-9.0,17.0,"Autonomous Region in Muslim Mindanao, Philippines",-28.0
146974,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-17,-80.0,-69.0,-32.0,-62.0,-26.0,21.0,"Autonomous Region in Muslim Mindanao, Philippines",-53.8
146975,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-18,-28.0,-10.0,-16.0,-43.0,-29.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-25.2
146976,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-19,-38.0,-21.0,-16.0,-48.0,-30.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-30.6
146977,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-20,-34.0,-16.0,-21.0,-48.0,-31.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-30.0
146978,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-21,-34.0,-16.0,-13.0,-42.0,-29.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-26.8
146979,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-22,-38.0,-18.0,-20.0,-47.0,-27.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-30.0
146980,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-23,-39.0,-18.0,-17.0,-48.0,-7.0,16.0,"Autonomous Region in Muslim Mindanao, Philippines",-25.8
146981,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-24,-77.0,-71.0,-14.0,-60.0,-19.0,15.0,"Autonomous Region in Muslim Mindanao, Philippines",-48.2
146982,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-25,-32.0,-11.0,-13.0,-47.0,-42.0,20.0,"Autonomous Region in Muslim Mindanao, Philippines",-29.0
146983,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-26,-33.0,-12.0,-17.0,-47.0,-25.0,15.0,"Autonomous Region in Muslim Mindanao, Philippines",-26.8
146984,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-27,-31.0,-11.0,-19.0,-47.0,-27.0,17.0,"Autonomous Region in Muslim Mindanao, Philippines",-27.0
146985,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-28,-33.0,-17.0,-17.0,-45.0,-25.0,17.0,"Autonomous Region in Muslim Mindanao, Philippines",-27.4
146986,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-29,-36.0,-15.0,-24.0,-50.0,-21.0,18.0,"Autonomous Region in Muslim Mindanao, Philippines",-29.2
146987,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-30,-37.0,-20.0,-23.0,-48.0,-4.0,14.0,"Autonomous Region in Muslim Mindanao, Philippines",-26.4
146988,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-05-31,-78.0,-74.0,-30.0,-65.0,-20.0,19.0,"Autonomous Region in Muslim Mindanao, Philippines",-53.4
146989,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-06-01,-18.0,-6.0,-18.0,-39.0,-21.0,15.0,"Autonomous Region in Muslim Mindanao, Philippines",-20.4
146990,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-06-02,-18.0,-4.0,-16.0,-38.0,-22.0,15.0,"Autonomous Region in Muslim Mindanao, Philippines",-19.6
146991,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-06-03,-13.0,-2.0,-16.0,-43.0,-23.0,15.0,"Autonomous Region in Muslim Mindanao, Philippines",-19.4
146992,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-06-04,-14.0,-2.0,-9.0,-37.0,-21.0,14.0,"Autonomous Region in Muslim Mindanao, Philippines",-16.6
146993,PH,Philippines,Autonomous Region in Muslim Mindanao,,2020-06-05,-20.0,-7.0,-10.0,-38.0,-15.0,16.0,"Autonomous Region in Muslim Mindanao, Philippines",-18.0
146994,PH,Philippines,Bicol,,2020-02-15,7.0,5.0,10.0,5.0,6.0,1.0,"Bicol, Philippines",6.6
146995,PH,Philippines,Bicol,,2020-02-16,1.0,4.0,8.0,0.0,2.0,2.0,"Bicol, Philippines",3.0
146996,PH,Philippines,Bicol,,2020-02-17,0.0,4.0,1.0,-1.0,9.0,2.0,"Bicol, Philippines",2.6
146997,PH,Philippines,Bicol,,2020-02-18,-4.0,-1.0,-4.0,-3.0,6.0,2.0,"Bicol, Philippines",-1.2
146998,PH,Philippines,Bicol,,2020-02-19,-6.0,-1.0,-4.0,-4.0,5.0,3.0,"Bicol, Philippines",-2.0
146999,PH,Philippines,Bicol,,2020-02-20,1.0,2.0,1.0,-2.0,6.0,1.0,"Bicol, Philippines",1.6
147000,PH,Philippines,Bicol,,2020-02-21,-2.0,0.0,-3.0,-6.0,10.0,2.0,"Bicol, Philippines",-0.2
147001,PH,Philippines,Bicol,,2020-02-22,2.0,3.0,2.0,0.0,8.0,2.0,"Bicol, Philippines",3.0
147002,PH,Philippines,Bicol,,2020-02-23,0.0,2.0,9.0,-7.0,6.0,3.0,"Bicol, Philippines",2.0
147003,PH,Philippines,Bicol,,2020-02-24,3.0,5.0,11.0,0.0,7.0,3.0,"Bicol, Philippines",5.2
147004,PH,Philippines,Bicol,,2020-02-25,6.0,5.0,17.0,1.0,-41.0,11.0,"Bicol, Philippines",-2.4
147005,PH,Philippines,Bicol,,2020-02-26,-1.0,5.0,5.0,-1.0,9.0,2.0,"Bicol, Philippines",3.4
147006,PH,Philippines,Bicol,,2020-02-27,-2.0,-1.0,5.0,-5.0,6.0,2.0,"Bicol, Philippines",0.6
147007,PH,Philippines,Bicol,,2020-02-28,-1.0,3.0,-1.0,-5.0,12.0,2.0,"Bicol, Philippines",1.6
147008,PH,Philippines,Bicol,,2020-02-29,5.0,7.0,11.0,3.0,12.0,2.0,"Bicol, Philippines",7.6
147009,PH,Philippines,Bicol,,2020-03-01,2.0,8.0,13.0,-3.0,9.0,2.0,"Bicol, Philippines",5.8
147010,PH,Philippines,Bicol,,2020-03-02,2.0,8.0,8.0,-2.0,12.0,2.0,"Bicol, Philippines",5.6
147011,PH,Philippines,Bicol,,2020-03-03,-1.0,4.0,4.0,-6.0,10.0,1.0,"Bicol, Philippines",2.2
147012,PH,Philippines,Bicol,,2020-03-04,-1.0,5.0,7.0,-4.0,9.0,1.0,"Bicol, Philippines",3.2
147013,PH,Philippines,Bicol,,2020-03-05,0.0,3.0,2.0,-5.0,8.0,2.0,"Bicol, Philippines",1.6
147014,PH,Philippines,Bicol,,2020-03-06,-10.0,-4.0,-4.0,-11.0,8.0,5.0,"Bicol, Philippines",-4.2
147015,PH,Philippines,Bicol,,2020-03-07,0.0,2.0,7.0,-2.0,10.0,2.0,"Bicol, Philippines",3.4
147016,PH,Philippines,Bicol,,2020-03-08,-3.0,5.0,13.0,-8.0,9.0,2.0,"Bicol, Philippines",3.2
147017,PH,Philippines,Bicol,,2020-03-09,3.0,8.0,8.0,1.0,10.0,2.0,"Bicol, Philippines",6.0
147018,PH,Philippines,Bicol,,2020-03-10,1.0,10.0,8.0,-2.0,9.0,1.0,"Bicol, Philippines",5.2
147019,PH,Philippines,Bicol,,2020-03-11,0.0,11.0,8.0,-2.0,9.0,2.0,"Bicol, Philippines",5.2
147020,PH,Philippines,Bicol,,2020-03-12,0.0,10.0,9.0,-5.0,6.0,3.0,"Bicol, Philippines",4.0
147021,PH,Philippines,Bicol,,2020-03-13,0.0,19.0,3.0,0.0,10.0,4.0,"Bicol, Philippines",6.4
147022,PH,Philippines,Bicol,,2020-03-14,-7.0,12.0,4.0,6.0,2.0,4.0,"Bicol, Philippines",3.4
147023,PH,Philippines,Bicol,,2020-03-15,-30.0,-2.0,-4.0,-19.0,-4.0,8.0,"Bicol, Philippines",-11.8
147024,PH,Philippines,Bicol,,2020-03-16,-26.0,-4.0,-9.0,-27.0,-29.0,17.0,"Bicol, Philippines",-19.0
147025,PH,Philippines,Bicol,,2020-03-17,-48.0,-7.0,-14.0,-45.0,-47.0,21.0,"Bicol, Philippines",-32.2
147026,PH,Philippines,Bicol,,2020-03-18,-69.0,-43.0,-22.0,-63.0,-59.0,28.0,"Bicol, Philippines",-51.2
147027,PH,Philippines,Bicol,,2020-03-19,-72.0,-51.0,-27.0,-68.0,-61.0,29.0,"Bicol, Philippines",-55.8
147028,PH,Philippines,Bicol,,2020-03-20,-76.0,-53.0,-34.0,-72.0,-60.0,32.0,"Bicol, Philippines",-59.0
147029,PH,Philippines,Bicol,,2020-03-21,-78.0,-57.0,-37.0,-72.0,-49.0,26.0,"Bicol, Philippines",-58.6
147030,PH,Philippines,Bicol,,2020-03-22,-80.0,-62.0,-42.0,-75.0,-39.0,23.0,"Bicol, Philippines",-59.6
147031,PH,Philippines,Bicol,,2020-03-23,-74.0,-55.0,-32.0,-71.0,-63.0,34.0,"Bicol, Philippines",-59.0
147032,PH,Philippines,Bicol,,2020-03-24,-75.0,-56.0,-31.0,-71.0,-65.0,32.0,"Bicol, Philippines",-59.6
147033,PH,Philippines,Bicol,,2020-03-25,-75.0,-57.0,-32.0,-70.0,-64.0,33.0,"Bicol, Philippines",-59.6
147034,PH,Philippines,Bicol,,2020-03-26,-77.0,-60.0,-32.0,-71.0,-65.0,33.0,"Bicol, Philippines",-61.0
147035,PH,Philippines,Bicol,,2020-03-27,-76.0,-57.0,-37.0,-72.0,-62.0,34.0,"Bicol, Philippines",-60.8
147036,PH,Philippines,Bicol,,2020-03-28,-78.0,-60.0,-41.0,-73.0,-50.0,27.0,"Bicol, Philippines",-60.4
147037,PH,Philippines,Bicol,,2020-03-29,-82.0,-67.0,-44.0,-76.0,-39.0,24.0,"Bicol, Philippines",-61.6
147038,PH,Philippines,Bicol,,2020-03-30,-76.0,-60.0,-33.0,-72.0,-65.0,35.0,"Bicol, Philippines",-61.2
147039,PH,Philippines,Bicol,,2020-03-31,-77.0,-60.0,-33.0,-72.0,-65.0,33.0,"Bicol, Philippines",-61.4
147040,PH,Philippines,Bicol,,2020-04-01,-78.0,-61.0,-34.0,-72.0,-65.0,33.0,"Bicol, Philippines",-62.0
147041,PH,Philippines,Bicol,,2020-04-02,-78.0,-63.0,-35.0,-72.0,-66.0,34.0,"Bicol, Philippines",-62.8
147042,PH,Philippines,Bicol,,2020-04-03,-80.0,-63.0,-42.0,-76.0,-63.0,36.0,"Bicol, Philippines",-64.8
147043,PH,Philippines,Bicol,,2020-04-04,-79.0,-62.0,-41.0,-74.0,-48.0,27.0,"Bicol, Philippines",-60.8
147044,PH,Philippines,Bicol,,2020-04-05,-82.0,-67.0,-43.0,-76.0,-37.0,24.0,"Bicol, Philippines",-61.0
147045,PH,Philippines,Bicol,,2020-04-06,-74.0,-58.0,-34.0,-71.0,-63.0,34.0,"Bicol, Philippines",-60.0
147046,PH,Philippines,Bicol,,2020-04-07,-75.0,-54.0,-33.0,-70.0,-63.0,33.0,"Bicol, Philippines",-59.0
147047,PH,Philippines,Bicol,,2020-04-08,-73.0,-53.0,-31.0,-69.0,-64.0,32.0,"Bicol, Philippines",-58.0
147048,PH,Philippines,Bicol,,2020-04-09,-79.0,-64.0,-33.0,-76.0,-70.0,34.0,"Bicol, Philippines",-64.4
147049,PH,Philippines,Bicol,,2020-04-10,-89.0,-78.0,-44.0,-82.0,-72.0,40.0,"Bicol, Philippines",-73.0
147050,PH,Philippines,Bicol,,2020-04-11,-81.0,-63.0,-42.0,-76.0,-51.0,29.0,"Bicol, Philippines",-62.6
147051,PH,Philippines,Bicol,,2020-04-12,-82.0,-68.0,-44.0,-78.0,-38.0,24.0,"Bicol, Philippines",-62.0
147052,PH,Philippines,Bicol,,2020-04-13,-72.0,-54.0,-34.0,-71.0,-61.0,34.0,"Bicol, Philippines",-58.4
147053,PH,Philippines,Bicol,,2020-04-14,-75.0,-56.0,-36.0,-72.0,-63.0,33.0,"Bicol, Philippines",-60.4
147054,PH,Philippines,Bicol,,2020-04-15,-74.0,-55.0,-33.0,-71.0,-62.0,34.0,"Bicol, Philippines",-59.0
147055,PH,Philippines,Bicol,,2020-04-16,-75.0,-57.0,-33.0,-72.0,-62.0,34.0,"Bicol, Philippines",-59.8
147056,PH,Philippines,Bicol,,2020-04-17,-78.0,-60.0,-39.0,-75.0,-59.0,36.0,"Bicol, Philippines",-62.2
147057,PH,Philippines,Bicol,,2020-04-18,-79.0,-60.0,-41.0,-74.0,-45.0,27.0,"Bicol, Philippines",-59.8
147058,PH,Philippines,Bicol,,2020-04-19,-83.0,-68.0,-45.0,-78.0,-35.0,24.0,"Bicol, Philippines",-61.8
147059,PH,Philippines,Bicol,,2020-04-20,-73.0,-54.0,-34.0,-72.0,-59.0,35.0,"Bicol, Philippines",-58.4
147060,PH,Philippines,Bicol,,2020-04-21,-75.0,-57.0,-34.0,-72.0,-61.0,33.0,"Bicol, Philippines",-59.8
147061,PH,Philippines,Bicol,,2020-04-22,-77.0,-60.0,-34.0,-73.0,-61.0,33.0,"Bicol, Philippines",-61.0
147062,PH,Philippines,Bicol,,2020-04-23,-77.0,-61.0,-35.0,-74.0,-61.0,34.0,"Bicol, Philippines",-61.6
147063,PH,Philippines,Bicol,,2020-04-24,-79.0,-62.0,-41.0,-75.0,-58.0,36.0,"Bicol, Philippines",-63.0
147064,PH,Philippines,Bicol,,2020-04-25,-80.0,-63.0,-43.0,-75.0,-44.0,28.0,"Bicol, Philippines",-61.0
147065,PH,Philippines,Bicol,,2020-04-26,-83.0,-70.0,-45.0,-79.0,-33.0,25.0,"Bicol, Philippines",-62.0
147066,PH,Philippines,Bicol,,2020-04-27,-75.0,-58.0,-35.0,-72.0,-58.0,34.0,"Bicol, Philippines",-59.6
147067,PH,Philippines,Bicol,,2020-04-28,-75.0,-57.0,-34.0,-72.0,-59.0,32.0,"Bicol, Philippines",-59.4
147068,PH,Philippines,Bicol,,2020-04-29,-75.0,-57.0,-36.0,-71.0,-58.0,32.0,"Bicol, Philippines",-59.4
147069,PH,Philippines,Bicol,,2020-04-30,-83.0,-51.0,-42.0,-66.0,-58.0,31.0,"Bicol, Philippines",-60.0
147070,PH,Philippines,Bicol,,2020-05-01,-82.0,-46.0,-45.0,-68.0,-59.0,34.0,"Bicol, Philippines",-60.0
147071,PH,Philippines,Bicol,,2020-05-02,-82.0,-46.0,-49.0,-64.0,-37.0,26.0,"Bicol, Philippines",-55.6
147072,PH,Philippines,Bicol,,2020-05-03,-85.0,-56.0,-51.0,-71.0,-27.0,22.0,"Bicol, Philippines",-58.0
147073,PH,Philippines,Bicol,,2020-05-04,-77.0,-35.0,-42.0,-58.0,-48.0,30.0,"Bicol, Philippines",-52.0
147074,PH,Philippines,Bicol,,2020-05-05,-78.0,-38.0,-37.0,-60.0,-51.0,27.0,"Bicol, Philippines",-52.8
147075,PH,Philippines,Bicol,,2020-05-06,-77.0,-35.0,-40.0,-57.0,-49.0,29.0,"Bicol, Philippines",-51.6
147076,PH,Philippines,Bicol,,2020-05-07,-77.0,-37.0,-40.0,-58.0,-49.0,30.0,"Bicol, Philippines",-52.2
147077,PH,Philippines,Bicol,,2020-05-08,-78.0,-37.0,-44.0,-60.0,-44.0,31.0,"Bicol, Philippines",-52.6
147078,PH,Philippines,Bicol,,2020-05-09,-77.0,-37.0,-46.0,-59.0,-29.0,24.0,"Bicol, Philippines",-49.6
147079,PH,Philippines,Bicol,,2020-05-10,-79.0,-42.0,-46.0,-65.0,-19.0,20.0,"Bicol, Philippines",-50.2
147080,PH,Philippines,Bicol,,2020-05-11,-75.0,-32.0,-39.0,-54.0,-45.0,30.0,"Bicol, Philippines",-49.0
147081,PH,Philippines,Bicol,,2020-05-12,-75.0,-31.0,-41.0,-54.0,-47.0,28.0,"Bicol, Philippines",-49.6
147082,PH,Philippines,Bicol,,2020-05-13,-74.0,-29.0,-39.0,-54.0,-45.0,28.0,"Bicol, Philippines",-48.2
147083,PH,Philippines,Bicol,,2020-05-14,-71.0,-30.0,-45.0,-54.0,-52.0,26.0,"Bicol, Philippines",-50.4
147084,PH,Philippines,Bicol,,2020-05-15,-85.0,-67.0,-49.0,-72.0,-65.0,26.0,"Bicol, Philippines",-67.6
147085,PH,Philippines,Bicol,,2020-05-16,-70.0,-34.0,-50.0,-53.0,-28.0,20.0,"Bicol, Philippines",-47.0
147086,PH,Philippines,Bicol,,2020-05-17,-75.0,-44.0,-50.0,-59.0,-16.0,19.0,"Bicol, Philippines",-48.8
147087,PH,Philippines,Bicol,,2020-05-18,-63.0,-22.0,-42.0,-42.0,-39.0,26.0,"Bicol, Philippines",-41.6
147088,PH,Philippines,Bicol,,2020-05-19,-65.0,-26.0,-40.0,-45.0,-41.0,25.0,"Bicol, Philippines",-43.4
147089,PH,Philippines,Bicol,,2020-05-20,-65.0,-25.0,-40.0,-44.0,-40.0,26.0,"Bicol, Philippines",-42.8
147090,PH,Philippines,Bicol,,2020-05-21,-65.0,-28.0,-38.0,-46.0,-41.0,27.0,"Bicol, Philippines",-43.6
147091,PH,Philippines,Bicol,,2020-05-22,-67.0,-28.0,-44.0,-48.0,-36.0,27.0,"Bicol, Philippines",-44.6
147092,PH,Philippines,Bicol,,2020-05-23,-68.0,-31.0,-44.0,-47.0,-19.0,21.0,"Bicol, Philippines",-41.8
147093,PH,Philippines,Bicol,,2020-05-24,-74.0,-44.0,-45.0,-57.0,-12.0,19.0,"Bicol, Philippines",-46.4
147094,PH,Philippines,Bicol,,2020-05-25,-64.0,-28.0,-36.0,-46.0,-51.0,30.0,"Bicol, Philippines",-45.0
147095,PH,Philippines,Bicol,,2020-05-26,-63.0,-22.0,-36.0,-41.0,-36.0,23.0,"Bicol, Philippines",-39.6
147096,PH,Philippines,Bicol,,2020-05-27,-64.0,-25.0,-37.0,-42.0,-40.0,26.0,"Bicol, Philippines",-41.6
147097,PH,Philippines,Bicol,,2020-05-28,-62.0,-22.0,-36.0,-39.0,-36.0,25.0,"Bicol, Philippines",-39.0
147098,PH,Philippines,Bicol,,2020-05-29,-64.0,-22.0,-42.0,-42.0,-31.0,27.0,"Bicol, Philippines",-40.2
147099,PH,Philippines,Bicol,,2020-05-30,-67.0,-28.0,-42.0,-44.0,-14.0,18.0,"Bicol, Philippines",-39.0
147100,PH,Philippines,Bicol,,2020-05-31,-71.0,-36.0,-43.0,-53.0,-6.0,18.0,"Bicol, Philippines",-41.8
147101,PH,Philippines,Bicol,,2020-06-01,-56.0,-10.0,-36.0,-28.0,-29.0,23.0,"Bicol, Philippines",-31.8
147102,PH,Philippines,Bicol,,2020-06-02,-57.0,-12.0,-35.0,-30.0,-31.0,23.0,"Bicol, Philippines",-33.0
147103,PH,Philippines,Bicol,,2020-06-03,-56.0,-12.0,-33.0,-28.0,-31.0,24.0,"Bicol, Philippines",-32.0
147104,PH,Philippines,Bicol,,2020-06-04,-57.0,-14.0,-31.0,-31.0,-32.0,24.0,"Bicol, Philippines",-33.0
147105,PH,Philippines,Bicol,,2020-06-05,-54.0,-15.0,-28.0,-37.0,-26.0,24.0,"Bicol, Philippines",-32.0
147106,PH,Philippines,Cagayan Valley,,2020-02-15,0.0,2.0,1.0,1.0,8.0,-2.0,"Cagayan Valley, Philippines",2.4
147107,PH,Philippines,Cagayan Valley,,2020-02-16,0.0,1.0,-2.0,3.0,3.0,1.0,"Cagayan Valley, Philippines",1.0
147108,PH,Philippines,Cagayan Valley,,2020-02-17,-11.0,-7.0,-2.0,-2.0,6.0,1.0,"Cagayan Valley, Philippines",-3.2
147109,PH,Philippines,Cagayan Valley,,2020-02-18,-10.0,-8.0,-7.0,-6.0,4.0,1.0,"Cagayan Valley, Philippines",-5.4
147110,PH,Philippines,Cagayan Valley,,2020-02-19,-8.0,-5.0,-6.0,-4.0,5.0,0.0,"Cagayan Valley, Philippines",-3.6
147111,PH,Philippines,Cagayan Valley,,2020-02-20,-10.0,-6.0,-3.0,-5.0,7.0,0.0,"Cagayan Valley, Philippines",-3.4
147112,PH,Philippines,Cagayan Valley,,2020-02-21,-7.0,-4.0,-5.0,-9.0,13.0,1.0,"Cagayan Valley, Philippines",-2.4
147113,PH,Philippines,Cagayan Valley,,2020-02-22,-2.0,1.0,-2.0,3.0,11.0,1.0,"Cagayan Valley, Philippines",2.2
147114,PH,Philippines,Cagayan Valley,,2020-02-23,-7.0,-4.0,-3.0,-1.0,1.0,3.0,"Cagayan Valley, Philippines",-2.8
147115,PH,Philippines,Cagayan Valley,,2020-02-24,-5.0,0.0,3.0,1.0,4.0,2.0,"Cagayan Valley, Philippines",0.6
147116,PH,Philippines,Cagayan Valley,,2020-02-25,6.0,7.0,6.0,1.0,-42.0,11.0,"Cagayan Valley, Philippines",-4.4
147117,PH,Philippines,Cagayan Valley,,2020-02-26,-7.0,-3.0,-5.0,-4.0,7.0,0.0,"Cagayan Valley, Philippines",-2.4
